input,output
"""어떻게 되어야 해요, 되긴?""",양복 바지를 거부레 걸치고 있는 버드렁니가 허리를 스물 펴고 말한다. 주인 마누라가 화를 내면 부르는 그 조카라는 녀석이 반드시 이런 짓을 할 것이다. 혼자 독학으로 굉장한 성과를 거두었다고 자랑스러워했다. 그러나 귀처진 눈은 빼고 헤벌려진 입과 양복 입은 체격하고 별로 굉장한 것 같지 않다. 게다가 얼쩡이가 분수 없이 건드리려고 한다.
"""어이 분해! 이렇게 되니까!""",이렇게 탄식하자
"""어떻게 되어야 사나?""",하며 제법 비웃는 말을 할 줄 안다.
"""누가 그랬어, 그래?""",
"""저 아키코가 혼자 그랬어요!""", 하고 손가락이 문 구멍에 들어가서 좀 더 돌려본다.하지만 아키코는 주인 마누라의 속을 깊이 알고 있다. 이제는 방세도 싫고 세 명의 사람을 다 내쫓으려고 한다. 하지만 아키코는 겁이 나서 차마 손을 댈 수 없고 일단 가장 쉬운 톨스토이부터 몰아내려는 연극이었다.
"""아키코! 경찰서까지 같이 가.""",
"""네! 그래요.""",
"""너 왜 또 문제를 일으키냐?""",
"""뭘 문제가 있어, 내가?""",
"""네가 뭔말이야, 남편을 깨물고 사람을 죽인다는 소문이 들리지 않니?""",주먹을 들어 휘둘러보다가 고만 영애의 턱을 치뤘다. 영애는 고개를 돌려 빼쭉하고
"""난 그런 걸 모른다!""",
"""다음에 또 만나요.""",하며 아키코도 조금 빼쭉하다가 서서히 손을 놓고
"""젠장같은 년! 다음에 보자! 내 장독 위에 오줌을 싸겠다고!"" ""여기가 최봉선씨네 집이에요?""", 영애의 턱을 손등으로 문질러 주고
"""어디서 오셨어요?""",
"""누구 찾으세요?""",
"""여기 최봉선씨네 집인가요?""",아키코가 영애에게 눈을 크게 뜨면서
"""어디서 오셨어요?""",
"""서울에서...""",
"""경애씨 아니세요?""",아키코는 그걸 들은 체도 안 하고 일어서며 우아한 걸음. 한숨에 문턱으로 올라서며 볼을 문지른다.
"""또 봐요.""",
"""오, 화순, 뭐야 이런 일이야?""",얼짜는 톨스토이의 책상을 들고 나와서 문턱에 우뚝 멈춘다. 눈을 휘둥그렇게 뜨고 주저주저하는 양이 대담한 아키코에게 적응하지 못한 모습.
"""들어와요. 어떻게 찾아오셨어요?""",얼짜는 주변을 돌아다니며 이렇게 구는 얼굴로 굴다가
"""어쨌든 오랜만이네.""",
"""얼마만인가요?""",
"""7년? 8년?""",
"""아마도 그쯤이겠지.""",구렁이는 문을 막고 선 아키코의 팔을 잡아당긴다. 여편네는 찍소리 없이 눌려왔지만 오늘은 얼짜를 완전히 믿는 모양이다. 이걸 보고 옆에섰던 영애가 다시 야단이 나서
"""모두 내 탓이야.""",하며 그 팔을 뒤로 확 당긴다. 늙은 구렁이와 영애는 몸무게의 비례가 맞지 않는다. 제풀에 비틀비틀 돌다가 벽에 가쿵 하고 쓰러진다.그러나 눈을 감고 턱이 떨리는 아키코고 소리는 과장된 것이다.얼짜가 문턱에 책상을 떨어뜨리며 용감히 홱 나와있는다. 아키코는 저 자식이 달마찌를 흉내내는구나 할 동안도 없이 영애의 뺨이 짭짤하게 친다.
"""화순, 지난 일은 다 꿈 같지?""",
"""맞아, 꿈 같아.""",아키코는 악을 지르자 그 손목을 뒤로 돌려채다. 마루 위에 놓인 다듬질 돌에 걸리어 얼짜는 엉덩방아쿵 하고. 잡은 참에 날아드는숯보늬는 독 오른 영애의 분풀이다.그러자 또 아랫방 문이 확 열리고 지팡이를 끌고 나오는 김마까가 등장한다.
"""다시 그런 시절을 만나보고 싶지 않아?""","이 자식이 왠 자식인데 남의 여자 뺨을 때려? 웬 이런 망할 판이 날 자식이, 눈에 아무것도 보이지 않나... 세상이 망한다 망한다한대만 더 이런 자식은."
"""글쎄... 왜 그런지 나는 이미 늙어 죽고 싶어.""",김마까는 뜰에서부터 사방에 들려와직장이 될 정도로 떠들며 올라온다. 구렁이에게 항상 쫓아다니던 원한의 복수로. 아키코와 서로 멱살잡이로 선 얼짜의복장을 김마까의 지팡이로 내지른다.
"""누구냐?""",아키코를 향해 잡아당기며 어떻게든 멈추려 한다. 그러나 잡아당기면 당기는 대로 얼짜는 소리를 더한다. 이대로면 일만 더 크게 벌어질 걸 알고 구렁이는 조금더 가만히 한다. 이 장면에 안방 문은 설쭉이 부러지고 뒤쪽 위에 얹었던 대접은 둘이나 떨어져 깨졌다. 완전히 믿었던 조카는 이렇게 죽게될 걸 알았다. 방을 비추려는 생각보다는 사람을 잡으려는 생각으로 아프게 떨리었다. 게다가 지팡이로 내려치는 김마까. 구렁이는 조용히 문을 열고 밖으로 나왔다. 골목을 따라 내려오며 바람이 불어온다.
"""화순, 들어가요.""",
"""자, 화순, 들어가요.""",
"""경애, 너 먼저 들어가세요. 나중에 들어갈게요...""",순사는 노파를 따라오며 피곤한 하품을 주먹으로 덮었다. 노파가 찡그리며 말라붙은 머리를 살피며
"""그런 말 마세요. 자, 들어가요.""",
"""화순, 나도 신문에서 널 보고 다짐했어. 얼마나 분해야 했을까? 그러나 너는 잘 참았어. 대견하게 참았어.""",
"""왜 그때 변명을 안 했는데? 내가 제삼자인데도 참을 수 있었어. 그래도 왜 변명을 하지 않았을까요?""",
"""변명? 그런 사람에게 변명을 해봐야 무슨 소용이 있겠습니까?""",하며 울기 시작한다.노파는 김마까보다도 톨스토이보다도 아키코가 가장 싫었다. 방세를 받으려 해도 허둥지둥해 자꾸만 지껄이는 노파의 행세가 짜증났다.자꾸 세숫물을 버리거나 의도적으로 안마루 끝에 홱 끼워넣는 아키코. 이 여자를 이번에는 경을 많이 치도록 해야 할 텐데 속이 타들어가서총총 걸음을 치던 순사는 돌부리에 걸려 고개를 부딪히고 넘어진다. 그로 인해 쓰레기통 위에 박혀있던 못이 찢어져 치맛자락이 찢어진다.
"""말도 그렇고... 어쨌든 그때 어떻게 일이 되었는지 궁금하네요. 신문에서 좀 들은 것 같았지만 자세히 화순이에게 직접 이야기해 주세요. 저는 지금 잡지사에서 일하고 있는데, 다시 그런 문제를 일으켜서 고생시키는 사람......""",하며 흙을 털며 일어나려고 한다. 그 모습을 보고 순사는 손으로 웃음을 가린다.
"""저만 둬주세요. 세상이 모두 잊으려고 할 때 다시 그런 일을 가져온다면 어떤 의미가 있습니까? 한 달만 지나면 세상이 모두 잊어버릴 일을...""",
"""하지만 분해서는 아니에요?""","응― 다시 갈 일 없을 테니까요. 그냥 이번에만 아키코라는 여자가 조금 버릇을 바꿔줘요. 늙은이까지 욕을 하지 말아요, 사람 치지 말아요!그리고 아직 죽지도 않은 녀석이 남편이 몇 명인지 모르겠어요!"
"""여하튼 아버지께는 아직 말씀 드리지 않았지만 죽기 전에 언제든지 하고 싶은 말이 있어요... 자, 경애, 들어봐주세요.""",순사는 코를 톡톡 두드리며 귓등으로 듣는다. 너무 많이 들어서 지루해져서 흥미를 잃었다. 문지방을 넘어서고자 하는 노파를 뒤로 밀어주며 눈살을 찌푸린다. 알고 보니 예상대로 노파는 함정에 빠진 것이었다. 살인이 일어났다고 소란을 피우다가 들어가보면 조용한 집 안에 낯선 양복 남자 하나만 마루 끝에서 천연스레 담배를 피우고 있는 것 뿐이었다. 그리고는 장독 사이를 왔다갔다하며 뭘 주워먹는 생쥐가 있을 뿐 신발 한 켤레라도 난무하고 있지 않았다. 어처구니가 없어서
"""지아비에게 거역하지 마세요.""",
"""이것도 결국 처도인 거겠지... 이렇게 마음을 간직하고 억지로 평화로운 모습을 보이고 있었어요.""",노파는 주먹으로 복장을 찢으며 원통한 사정을 토로한다. 이들이 이 기분을 벌써 눈치채고 각자 헤져서 아주 잘 박혀있다. 아키코는 문을 닫고 자신의 방에서 코끼리를 부르고 지팡이를 휘둘렀던 김마까는 이제는 방에서 신음소리만 내고 있다. 이럴 때면 자기가 다시 자라서 목소리를 질러야 할 것을 알고
"""누구야.""",주먹으로 복장을 때린 뒤 조카를 보고
"""선생님이 박경애씨요?""",
"""네.""",하며 눈을 찡그리며 답변한다. 이런 경박한 말투로 끝나버리니까 답답하고 어떻게든 밀어붙이려는 순사의 시선은 짜증이 난다. 이를 보면 경은 더이상아무런 소리도 내지 않는다.
"""늦었습니다. 오늘 아침에 장례를 치렀습니다.""",
"""어머, 어떻게 이러죠? 참!""",하고 순사는 고개를 돌리고 마루 위를 살펴본다. 그릇은 깨졌고 문은 부서져있다. 겉보기에는 의도적인 것 같지는 않지만 그래도 그냥 가기에는 어렵다. 매우 극성스러운 노파라 생각하고
"""그저께 밤이왔습니다. 나는 나이 든 몸이라 잠이 늦어져서 어린이들이 쓰던 그 방으로 그날 밤은 잠을 잘 못하고 기침 소리 없이 누워 있었지요. 이상해서 건너가 보니까 그 방에는 아무도 없더군요. 그래서 성냥을 키워봤더니 편지 두 장이 있었습니다. 한 장은 내게 온 것이고 한 장은 선생님에게, 그렇게 말이지요... 편지를 보니 그는 떠난다고 그랬을 겁니다. 나는 나이 든 몸이 외롭긴 외로웠습니다. 그러나 젊은 사람들은 매일 밤을 잠을 자지 못하고 이상한 소리를 내면서까지 울던 그를 생각하면, 이제 몇 해를 더 못 살 나이에 외로워서라도 그에게 편안함을 주면 그만이지 않겠습니까? 그래서 내버려 두었지요. 그랬더니 이튿날 아침, 마을 사람들이 그를 개울에서 건져왔습니다.""",
"""선생님, 선생님의 부모는 아직 생존하고 계신 건가요?""",
"""불행히도 일찍 떠나셨습니다.""",
"""불행히도요?""",이미 몇 번이나 겪어서 이젠 아주 익숙한 일이다. 옷을 갈아입으며 웃는 얼굴로 내려온다. 그러나 순사를 따라 문을 나설 때에는 고개를돌려 구렁이에게 몹시 눈치를 준다.순사는 아키코를 데리고 천천히 걷는다. 걸음에 임팩트가 없다. 쪽다리를 건너면 화창한 공원이라고 할만큼 잔디밭은 싱그럽게 자랐다. 저위에서는 빨래소리가 들려온다. 한쪽에서는 축구공을 차고 뛰어다니며 시끄러운 소리다. 뿌웅 소리에 따라 내달리는 경찰차의 사이렌. 남자가연분홍 저고리를 입고 활을 들고 나온다. 그리고 키 큰 노인은 지갑을 꺼내 준다.
"""선생님에게도 불행일지 모르나 늙은 뒤에 자식을 잃는다는 것도...""",하고 순사는 고개를 돌려 아키코를 한 번 훔쳐본다. 노파가 왜 그렇게 아키코를 싫어해서 기를 쓰는지 모른다. 노파의 시선에도아키코가 귀여울 텐데 그렇게 싫어하는 건 아마 아키코가 뭔가 먹이질을 안 해서 그런 것일지도 모른다. 그렇지 않으면 다른 사람들을 다 무시하고아키코만 괴롭히는 게 이상하다. 생각하다가
"""들어가세요.""",
"""내게 무슨 일이 있나, 집에 돌아가야 할 사람이 없어요.""",하며 눈살을 찌푸리고 웃어버린다. 얼굴이 타는 건 말도 못 하는 여자라고 어쩔 수 없다.
"""안녕히 가세요.""",아키코는 땅에 침을 뱉고 자연스럽게 대답한다. 그리고 경찰의 앞에서는
"""그럼, 이제 돌아가십시오.""",자기 마음대로 작별을 남기고 그대로 산길로 올라간다.숨막히게 올라오던 길에서 아키코는 궁금해져서 한 번 뒤를 돌아본다. 너무 놀라서 어리둥절하게 바라보다가 다시 주먹으로 나른한 하품을 참는 순사.한편에서는 날뛰고 자빠지고 활기차게 공을 차고 있다. 아키코는 다시 올라가며 저 남자가 되었다면 축구를 차볼 걸 후회한다. 그리고산을 한 바퀴 돌아 내려와서는 이번에는 장독대 위에 오줌을 싸겠다는 결심을 한다. 구렁이는 장독대 위에 오줌을 싸면 그처럼 질색이 없다.
"""나는 떠나갑니다.""",내 쾌활한 목소리에 노인은 의아한 듯이 보다가
"""나는 떠나갑니다.""",라고 물었어. 나는 어찌 대답할지 망설이다가 어두컴컴한 건너편에서 발소리가 들려왔어.
"""어디로 가시는 건가요?""",
"""봉선이 되려다 못 된 중으로 나는 떠나갑니다.""",
"""정말, 나이가 들면 할 수 없어요. 조금만 추우면 눈물이 나더라고요. 허허허허.""",
"""인연이 있다면 다시 만나요."" ""어이! 대학병원은 어디로 가야 하나?""",말을 마치려던 찰나에 방 안에서 여자가 나왔어.
"""여기로 곧장 가세요!""",놀랍게도 그랬어. 여기서 내 이름을 아는 사람이 나타날 줄은 상상도 못했어. 그래서 놀란 마음과 놀란 눈으로 그녀를 바라보다가 내 소학과 중학교 때 친구였고 같은 해에 여중을 졸업한 최화순을 발견했어. 자축회를 끝낸 후에
"""아찔해!""",라고 말한 건 최후였는데 그 이래로 7년 동안 볼 수 없었던 화순을 다시 만나게 된 거야.조선 명문 가문 출신인 그녀는 그 후로도 다른 명문가에 시집갔다는 소문을 들었어. 하지만 내가 바쁘게 살아가면서 그 이후로는 그녀의 행적을 찾아보지 않았어. 그런데 7년 만에 이렇게 마주칠 줄은 꿈에도 상상하지 못했어.
"""마음이 허전하군.""",
"""괜찮아요!""","순간에 나는 모든 것을 이해했어.잡지에 실린 사실을 읽어도 아직 봉선이라는 이름으로 화순을 떠올리지 못한 게 정말 이상했어. 최화순, 나의 친구인데도 그때에는 봉선이라는 이름을 몰랐던 건 더 이상할 만큼 이상한 일이었어. 게다가 그녀의 별명이 봉선이었는데 내가 알고 있었던 거야.하지만 그런 점에 대해 변명할 수도 있었어.그 사실이 너무나 충격적이었거든. 내가 잘 알고 있는 최화순과 신문에 나온 최봉선 사이에는 너무나 큰 격차가 있었기 때문이야. 나의 친구인 화순이 할 수 없는 일을 신문에 발표했으니까."
"""아, 왜 울어? 어차피 병원에 가면 비용이 많이 들 거잖아.""",
"""아무튼 뭐, 그건 그렇고 먼저 먹어야 살아야지. 연구라니까.""",
